id;question;answer;source_doc;source_loc;tags;difficulty
715;Kesin listelerin oluþturulmasý ve ödeme birimlerine bildirilmesi süreci takvime göre hangi tarihte sonuçlandýrýlacaktýr?;"Akademik teþvik sürecinde kesin listeler 06 Þubat 2026 tarihinde oluþturulur; bu listeler teþvik almaya hak kazanan öðretim elemanlarýna ödeme yapýlabilmesi amacýyla ilgili harcama birimlerine ayný gün bildirilir; ödemeler Þubat ayýnýn on beþinden itibaren on iki ay süreyle her ayýn on beþinde yapýlýr; ödeme yapýlabilmesi için araþtýrmacýnýn en az otuz puan almýþ olmasý ve aylýk alýyor olmasý þarttýr.";[Takvim]|[Yönetmelik];06 Þubat 2026;kesin liste|ödeme|harcama birimi|takvim;easy
716;Vakýf üniversitelerinden devlet üniversitelerine geçen öðretim elemanlarýnýn akademik teþvik baþvurusu yaparken uymasý gereken temel kýsýtlama nedir?;"Vakýf üniversitelerinden devlet üniversitelerine geçen öðretim elemanlarý sadece devlet üniversitelerinde görev yaptýklarý süre içerisinde gerçekleþtirdikleri faaliyetler için teþvik baþvurusunda bulunabilirler; vakýf üniversitelerinde görevliyken yürütülen projeler veya yayýmlanan makaleler devlet kurumuna geçilse dahi puanlamaya dahil edilmez; bu araþtýrmacýlarýn YÖKSÝS çýktýsýnda her faaliyetin hangi kurum bünyesinde yapýldýðýný göstermeleri ve Kurum Deðiþikliði Beyan Formunu sunmalarý zorunludur.";[Baþvuru Rehberi];Baþvuru Dokümanlarý Genel Bilgilendirme;vakýf üniversitesi|kurum deðiþikliði|devlet üniversitesi|kýsýtlama;hard
717;Teþvik baþvurusu sýrasýnda sunulacak YÖKSÝS ve FUATS sistem çýktýlarý için uygulanan imza kuralý nedir?;"Akademik teþvik ödeneði baþvurusunda bulunacak araþtýrmacýlarýn YÖKSÝS çýktýsý ve FUATS sistem çýktýsýný her sayfasý imzalý olarak sunmalarý zorunludur; sadece son sayfanýn imzalanmasý veya eksik imza içeren belgelerin teslim edilmesi baþvurunun geçersiz sayýlmasýna neden olabilir; araþtýrmacýlar beyan ettikleri verilerin doðruluðunu bu þekilde her sayfa bazýnda onaylamýþ sayýlýrlar; imzalý dökümanlar birim komisyonlarýna teslim edilirken kanýtlayýcý tüm dökümanlar ise elektronik ortamda sunulur.";[Baþvuru Rehberi];Madde 8;imza|yöksis|fuats|onay;easy
718;Döner sermaye üzerinden yürütülen dýþ kaynaklý projelerin akademik teþvik kapsamýnda puanlanabilmesi için gereken þartlar nelerdir?;"Döner sermaye üzerinden yapýlan projelerin deðerlendirilebilmesi için projenin Ar-Ge niteliði taþýmasý ve toplam proje süresinin dokuz aydan az olmamasý þarttýr; ayrýca projenin maddi desteðinin üniversiteye aktarýlmýþ olmasý ve projenin 2025 yýlý içerisinde baþarýyla sonuçlanarak raporunun onaylanmýþ olmasý gerekmektedir; süresi dokuz aydan az olan veya Ar-Ge niteliði bulunmayan döner sermaye iþleri kapsam dýþýdýr; bilirkiþilikler ve danýþmanlýklar da puanlama dýþý tutulmuþtur.";[Baþvuru Rehberi]|[Yönetmelik];Madde 11 / Madde 7(2);döner sermaye|proje|Ar-Ge|süre;hard
719;Yükseköðretim kurumlarý tarafýndan desteklenen Bilimsel Araþtýrma Projeleri (BAP) akademik teþvik puanlamasýna dahil edilebilir mi?;"Hayýr, yükseköðretim kurumlarý tarafýndan desteklenen bilimsel araþtýrma projeleri (BAP) akademik teþvik kapsamýnda deðerlendirmeye alýnmaz; benzer þekilde TÜBÝTAK-1002 projeleri, araþtýrma altyapýsý oluþturma projeleri, giriþimcilik projeleri ve öðrenci projeleri de kapsam dýþý býrakýlmýþtýr; araþtýrmacýlarýn bu tür projeleri FUATS sistemine girmemeleri gerekmektedir; sadece yönetmelikte açýkça belirtilen TÜBÝTAK akademik destekleri ve dokuz aydan uzun süren dýþ kaynaklý Ar-Ge projeleri için teþvik puaný talep edilebilir.";[Baþvuru Rehberi];Madde 12;BAP|proje|kapsam dýþý|tübitak 1002;easy
720;Araþtýrma faaliyetinin puanlanabilmesi için kurum dýþý görevlendirme süresi ve resmi onay þartý nedir?;"Araþtýrma faaliyetinin deðerlendirilebilmesi için araþtýrmacýnýn kurum dýþýnda en az dört ay süreyle tam zamanlý görevlendirilmiþ olmasý þarttýr; bu görevlendirmenin üniversite yönetim kurulu tarafýndan resmi bir izin kararý ile yapýlmýþ olmasý gerekmektedir; dört aydan az süren araþtýrmalar kesinlikle deðerlendirmeye alýnmaz; araþtýrmanýn 2025 yýlý içerisinde tamamlanmýþ olmasý ve sonuç raporunun ilgili kurumca baþarýlý bulunarak onaylanmýþ olmasý zorunluluktur; eylem planý ve fizibilite raporu gibi çalýþmalar kapsam dýþýdýr.";[Baþvuru Rehberi]|[Yönetmelik];Madde 16 / Madde 7(3);araþtýrma|süre|görevlendirme|yönetim kurulu;med
721;Kitaplarýn akademik teþvik kapsamýnda yayýn olarak puanlanabilmesi için sahip olmasý gereken zorunlu numara nedir?;"Yayýn kategorisindeki kitaplarýn deðerlendirilebilmesi için ISBN (Uluslararasý Standart Kitap Numarasý) numarasýna sahip olmasý esastýr; kitap yazarlýðý, bölüm yazarlýðý veya editörlük faaliyetleri yayýneviyle yapýlan sözleþme veya davet mektubu gibi evraklarla belgelenmelidir; kitabýn mutlaka 2025 takvim yýlý içerisinde yayýmlanmýþ olmasý gerekmektedir; daha önce deðerlendirilen bir kitabýn yeni baskýlarý puanlamaya dahil edilmez; sýnavlar için hazýrlanan soru kitaplarý ve küratörlük kitaplarý ise kapsam dýþý tutulmuþtur.";[Baþvuru Rehberi]|[Yönetmelik];Madde 19 / Madde 7(4);kitap|ISBN|yayýn|sözleþme;easy
722;Tanýnmýþ uluslararasý yayýnevi sayýlabilmesi için yayýnevinin faaliyet süresi ve yayýn dili ile ilgili kriterler nelerdir?;"Tanýnmýþ uluslararasý yayýnevi en az beþ yýldýr uluslararasý düzeyde düzenli faaliyet yürüten ve Türkçe dýþýndaki dillerde ayný alanda farklý yazarlara ait en az yirmi kitap yayýmlamýþ olan yayýnevidir; bu kriterleri saðlayan yayýnevlerinden çýkan özgün bilimsel kitaplar uluslararasý kategoride puanlanýr; araþtýrmacýlarýn yayýnevinin bu özellikleri taþýdýðýný gösteren belgeleri veya yayýnevi internet sayfasý dökümanlarýný FUATS sistemine yüklemeleri zorunludur; sadece Türkçe yayýn yapan yayýnevleri bu kapsamda deðerlendirilmez.";[Baþvuru Rehberi]|[Yönetmelik];Madde 20 / Madde 3(l);uluslararasý yayýnevi|dil þartý|yayýn|kitap;hard
723;Dergilerde gerçekleþtirilen editörlük faaliyetlerinde puanlama yapýlýrken uygulanan temel kýsýtlamalar ve kurallar nelerdir?;"Dergilerde editörlük faaliyetinde yýllýk yayýnlanan dergi sayýsýna bakýlmaksýzýn sadece bir editörlük görevi dikkate alýnýr; çok editörlü dergilerde sadece baþ editör teþvik kapsamýndadýr; yardýmcý editörlükler puanlanmaz; ayrýca editör kurulu üyelikleri yönetmelik deðiþikliði ile tamamen teþvik kapsamýndan çýkartýlmýþtýr; araþtýrmacýlarýn editör olduklarýný gösteren web sitesi ekran görüntüsünü ve dergi indeks bilgisini sisteme yüklemeleri þarttýr; farklý dergilerde de olsa sadece tek bir editörlük puanlanýr.";[Baþvuru Rehberi]|[Yönetmelik];Madde 25 / Madde 7(4);editörlük|baþ editör|kýsýtlama|dergi;med
724;Müzik ve Konservatuvar bölümleri için ses veya görüntü kayýtlarýnýn deðerlendirilmesinde sunulmasý gereken zorunlu belge nedir?;"Müzik ve Konservatuvar bölümleri için performansa dayalý etkinliklerin ulusal veya uluslararasý niteliðini gösteren belgeler sunulmalýdýr; özellikle CD, DVD veya benzeri ortamdaki kayýtlara yönelik bandrol verildiðini gösterir belgenin sunulmasý zorunluluktur; ulusal veya uluslararasý boyutta performansa dayalý kayýtlarýn deðerlendirilmesinde yayýmlanmýþ olma koþulu aranýr; bestecilik veya yorumculuk gibi faaliyetlerde de etkinliðin 2025 yýlýnda yayýmlandýðý kanýtlanmalýdýr; bandrolü bulunmayan kayýtlar kapsam dýþýdýr.";[Baþvuru Rehberi]|[Yönetmelik];Madde 28 / Madde 7(4);ses kaydý|bandrol|müzik|konservatuvar;med
725;Tasarým faaliyetlerinin akademik teþvik puaný alabilmesi için ticarileþme veya tescil ile ilgili hangi þartlar aranýr?;"Tasarýmýn deðerlendirilebilmesi için bilim, teknoloji ve sanata katký saðlayýcý nitelikte ve araþtýrmacýnýn kendi alaný ile ilgili olmasý þarttýr; tasarýmýn kamu kurumlarý veya özel hukuk tüzel kiþileriyle yapýlan sözleþme uyarýnca uygulanmýþ veya ticarileþtirilmiþ olmasý zorunludur; ayrýca tasarýmýn 2025 yýlý içerisinde uygulamaya konulmuþ veya tescil edilmiþ olmasý gerekmektedir; tescilsiz veya ticarileþmemiþ taslak aþamasýndaki çizimler puanlanmaz; baþvuru sýrasýnda tasarým dosyasý ve uygulama belgesi sunulmalýdýr.";[Baþvuru Rehberi]|[Yönetmelik];Madde 30 / Madde 7(5);tasarým|ticarileþme|tescil|sözleþme;hard
726;Sergi faaliyetlerinin uluslararasý sayýlabilmesi için hangi üniversite biriminin onay belgesi veya kurul kararý gereklidir?;"Bir serginin uluslararasý olarak deðerlendirilebilmesi için serginin uluslararasý nitelikte olduðunun ilgili bölüm, anabilim dalý veya anasanat dalý kurullarýnca onaylanmýþ olmasý þarttýr; araþtýrmacýlarýn bu birim kurullarýndan alýnan resmi onay kararýný veya tutanaðýný FUATS sistemine yüklemeleri zorunludur; ayrýca sergi faaliyetlerinde sanata katký saðlayýcý nitelik aranýr ve serginin tamamlandýðý tarih esas alýnýr; eðitim-öðretim ve öðrenci kulüp faaliyetleri kapsamýndaki sergiler deðerlendirme dýþýdýr.";[Baþvuru Rehberi]|[Yönetmelik];Madde 31 / Madde 7(6);sergi|uluslararasý|onay|kurul kararý;med
727;Patent faaliyetlerinde ulusal ve uluslararasý patentlerin puanlanabilmesi için aranan temel tescil þartý nedir?;"Patentlerin deðerlendirilebilmesi için ulusal veya uluslararasý yetkili kurumlarca tescillenmiþ olmasý ve tescil tarihinin 2025 yýlý olmasý þarttýr; ulusal patentlerde inceleme raporu sonucunda Türk Patent ve Marka Kurumu tarafýndan verilen tesciller kabul edilir; ulusal incelemesiz patentler ise deðerlendirme kapsamý dýþýndadýr; birden fazla ülkede tescillenen ayný içerikli patentler için sadece bir kez baþvuru yapýlabilir; baþvuru sýrasýnda tescil belgesinin nüshasý sisteme yüklenmelidir.";[Baþvuru Rehberi]|[Yönetmelik];Madde 34 / Madde 7(7);patent|tescil|ulusal|uluslararasý;hard
728;"Atýf faaliyetlerinin puanlanmasýnda ""self-citation"" (öz-atýf) yasaðýna dair kurallar yönetmelikte nasýl düzenlenmiþtir?";"Akademik teþvik sisteminde araþtýrmacýnýn kendi yayýnlarýna veya eserlerine yaptýðý atýflar kesinlikle kapsam dýþýdýr; sadece baþvuru sahibinin yazar olarak yer almadýðý, baþka araþtýrmacýlar tarafýndan 2025 yýlýnda yayýmlanmýþ çalýþmalardaki atýflar dikkate alýnýr; ayrýca araþtýrmacýnýn sadece devlet yükseköðretim kurumlarýnda görev yaptýðý sýrada ürettiði yayýnlarýna yapýlan atýflar geçerli kabul edilir; atýflarýn deðerlendirilmesinde kiþi sayýsý dikkate alýnmaz; her bir baþvuru sahibi için ayrý puanlama yapýlýr.";[Baþvuru Rehberi]|[Yönetmelik];Madde 37 / Madde 7(8);atýf|self-citation|kapsam dýþý|kýsýtlama;med
729;Tebliðlerin uluslararasý sayýlabilmesi için katýlýmcý ülkeler ve konuþmacý oranlarý ile ilgili aranan þartlar nelerdir?;"Tebliðin sunulduðu etkinliðin uluslararasý sayýlabilmesi için Türkiye dýþýnda en az beþ farklý ülkeden sözlü teblið sunan konuþmacýnýn katýlým saðlamasý þarttýr; ayrýca tebliðlerin yarýdan fazlasýnýn Türkiye dýþýndan katýlýmcýlar tarafýndan sunulmuþ olmasý esastýr; sadece beþ yabancý konuþmacýnýn olmasý yeterli deðildir, ülke çeþitliliði aranýr; ek olarak etkinliðin uluslararasý niteliði için üniversite yönetim kurulu kararýnýn bulunmasý ve tebliðin tam metin olarak yayýmlanmasý zorunludur.";[Baþvuru Rehberi]|[Yönetmelik];Madde 40 / Madde 7(9);teblið|uluslararasý|ülke sayýsý|tam metin;hard
730;Akademik teþvik ödülü kategorisinde hangi tür belgeler ve ödüller kesinlikle kapsam dýþý býrakýlmýþtýr?;"Tebliðler için verilen ödüller, dergi hakemlikleri için verilen ödüller, yayýn teþvik ödülleri, mansiyon ödülleri, teþekkür ve baþarý belgeleri, plaketler ve burslar kesinlikle kapsam dýþýdýr; ayrýca araþtýrmacýnýn kadrosunun bulunduðu kendi üniversitesi tarafýndan verilen ödüller de deðerlendirmeye alýnmaz; puanlanacak bilim ödülünün sürekli olmasý, en az beþ kez verilmiþ olmasý, akademik bir jüri tarafýndan deðerlendirilmiþ olmasý ve araþtýrmacýnýn uzmanlýk alaný ile ilgili olarak 2025 yýlýnda verilmiþ olmasý þarttýr.";[Baþvuru Rehberi]|[Yönetmelik];Madde 45 / Madde 7(10);ödül|kapsam dýþý|mansiyon|üniversite ödülü;easy
731;Birim akademik teþvik baþvuru ve inceleme komisyonu tarafýndan hazýrlanan deðerlendirme raporlarýnda zorunlu olan açýklama nedir?;"Birim akademik teþvik baþvuru ve inceleme komisyonu tarafýndan hazýrlanan deðerlendirme raporunda reddedilen veya puan deðerinde deðiþiklik yapýlan her bir akademik faaliyetle ilgili olarak açýklamada bulunulmasý zorunludur; bu açýklamalar yönetmelik maddelerine dayandýrýlmalý ve araþtýrmacýya bildirilmelidir; raporlar dekan veya müdür tarafýndan onaylanarak ilan edilen takvime uygun þekilde üst komisyona iletilir; gerekçesiz yapýlan puan deðiþiklikleri üst komisyon incelemesinde tekrar deðerlendirmeye alýnabilir.";[Takvim]|[Yönetmelik];Madde 6(4);deðerlendirme raporu|gerekçe|puan deðiþikliði|komisyon;med
732;Akademik teþvik puaný hesaplanýrken her bir faaliyet türünün toplam puan içindeki aðýrlýðý nasýl sýnýrlandýrýlmýþtýr?;"Akademik teþvik toplam puanýnýn hesaplanmasýnda, her bir akademik faaliyet türünün aðýrlýðý toplam akademik teþvik puanýnýn %30’unu geçemez; toplam akademik teþvik puaný ise hiçbir durumda yüz puaný aþamaz; bu kural araþtýrmacýlarýn akademik faaliyetlerini farklý türlere yaymalarýný saðlamak amacýyla getirilmiþtir; hesaplamalar Tablo 4'teki faaliyet oranlarý üzerinden yapýlýr; bir kategorideki puan bu sýnýrý aþsa bile nihai toplama sadece %30’luk tavan deðer üzerinden yansýtýlýr.";[Yönetmelik];Madde 1(1) / Madde 8(3);aðýrlýk sýnýrý|puanlama|üst sýnýr|yüzde otuz;hard
733;Üst komisyon üyeleri hangi kriterlere göre ve hangi süreyle görev yapmak üzere senato tarafýndan seçilir?;"Akademik Teþvik Düzenleme, Denetleme ve Ýtiraz Komisyonu üyeleri yüksek akademik teþvik puanýna sahip öðretim üyeleri arasýndan seçilir; her doçentlik temel alanýndan en az bir kiþi olmak üzere rektörün her bir üyelik için önereceði üç aday arasýndan senato tarafýndan belirlenir; komisyon baþkan hariç en az dört üyeden oluþur ve iki yýl süreyle görev yapar; süresi biten üyenin yeniden seçilmesi mümkündür; komisyonun baþkanlýðýný rektörün görevlendirdiði bir rektör yardýmcýsý yürütür.";[Yönetmelik];Madde 4(1);üst komisyon|seçim|senato|görev süresi;med
734;Birim akademik teþvik baþvuru ve inceleme komisyonu üyeleri hangi makam tarafýndan seçilir ve asgari kaç kiþiden oluþur?;"Birim komisyonu yükseköðretim kurumlarýnýn her bölüm, anabilim dalý veya anasanat dalý baþkanlýklarý bünyesinde en az üç üyeden oluþacak þekilde kurulur; komisyon üyeleri ilgili birimin Yönetim Kurulu tarafýndan yüksek akademik teþvik puanýna sahip öðretim elemanlarý arasýndan seçilir; birimde yeterli öðretim elemaný bulunmamasý halinde üyeler yakýn alanlardaki personelle tamamlanýr; komisyon üyeleri iki yýl için seçilir; birim akademik teþvik komisyonu baþkaný ilgili bölüm veya anabilim dalý baþkanýdýr.";[Yönetmelik];Madde 5(1);birim komisyonu|seçim|yönetim kurulu|görev süresi;med
735;Akademik teþvik komisyonlarýnda kararlarýn alýnmasý ve oylama usulü ile ilgili uygulanan temel kural nedir?;"Hem üst komisyon hem de birim komisyonlarý baþkan dahil üye tamsayýsýnýn salt çoðunluðu ile toplanýr ve katýlanlarýn salt çoðunluðu ile karar alýr; oylarýn eþit olmasý halinde komisyon baþkanýnýn oyu yönünde karar verilmiþ sayýlýr; en kritik kural ise üyelerin hiçbir þekilde çekimser oy kullanamayacak olmalarýdýr; her üye lehinde veya aleyhinde görüþ bildirmek zorundadýr; bu kural kararlarýn netleþmesini ve sürecin aksamamasýný saðlar.";[Yönetmelik];Madde 4(2) / Madde 5(2);oylama|çekimser oy|karar yeter sayýsý|komisyon;hard
736;Akademik teþvik ödeneði hangi vergiden muaftýr ve diðer tazminatlarýn hesabýnda bir matrah olarak dikkate alýnýr mý?;"Akademik teþvik ödeneði damga vergisi hariç herhangi bir vergiye tabi tutulmaz; ayrýca bu ödenek ilgili mevzuatý uyarýnca ödenmekte olan zam, tazminat, ödenek, döner sermaye ek ödemesi, ikramiye ve ücret gibi benzeri ödemelerin hesabýnda kesinlikle dikkate alýnmaz; ödemeler sadece damga vergisi kesintisi yapýlarak araþtýrmacýya ulaþtýrýlýr; diðer tüm özlük haklarý ve ek ödemelerden baðýmsýz bir teþvik kalemi olarak on iki ay boyunca ödenmeye devam edilir.";[Yönetmelik];Madde 10(2);vergi muafiyeti|damga vergisi|ek ödeme|mali hükümler;med
737;Akademik teþvik baþvurusu sýrasýnda yapýlan yanlýþ veya yanýltýcý beyanlarýn tespit edilmesi durumunda hangi yaptýrýmlar uygulanýr?;"Ödeme yapýldýktan sonra faaliyetlerin gerçeðe aykýrý olduðu veya yönetmelik kapsamýna girmediði anlaþýlan durumlarda yapýlan ödemeler kanuni faiziyle birlikte geri alýnýr; ayrýca gerçeðe aykýrý, yanlýþ veya yanýltýcý bildirimde bulunanlar hakkýnda komisyonun tespitiyle idari inceleme baþlatýlýr; inceleme sonucuna göre cezai müeyyidelerin uygulanmasý gerekirse genel hukuk hükümleri uygulanýr; bu süreç araþtýrmacýlarýn beyan ettikleri verilerin doðruluðundan þahsen sorumlu olduklarýný vurgular.";[Yönetmelik];Madde 10(5);yanlýþ beyan|yaptýrým|geri alma|kanuni faiz;hard
738;Milli Savunma Üniversitesi ve Polis Akademisi kadrolarýndaki öðretim elemanlarý akademik teþvik yönetmeliði hükümlerine tabi midir?;"Evet, Akademik Teþvik Ödeneði Yönetmeliði hükümleri Milli Savunma Üniversitesi, Jandarma ve Sahil Güvenlik Akademisi ile Polis Akademisi kadrolarýnda bulunan öðretim elemanlarý hakkýnda da aynen uygulanýr; bu kurumlardaki akademik teþvik düzenleme ve denetleme süreçlerine iliþkin hususlar ilgisine göre rektör veya akademi baþkanlarý tarafýndan yönetmelik çerçevesinde belirlenir; bu personel de devlet yükseköðretim kurumlarýndaki meslektaþlarý gibi ayný puanlama esaslarý üzerinden teþvik ödeneðinden yararlanma hakkýna sahiptir.";[Yönetmelik];Madde 1(2) / Madde 9(1);MSÜ|polis akademisi|jandarma|kapsam;med
739;"Dergilerin ""Alan Ýndeksi"" kategorisinde puanlanabilmesi için hangi kurumun onayladýðý listeler esas alýnmaktadýr?";"Alan indeksleri Üniversitelerarasý Kurul (ÜAK) Baþkanlýðý tarafýndan hazýrlanýp Yükseköðretim Kurulunca onaylanan doçentlik baþvurusu kriterlerindeki endeksleri ifade eder; bu kapsamda puanlama yapýlabilmesi için derginin ilgili alan indeksine girdiðini gösteren ÜAK sayfasýndan alýnmýþ belgenin sunulmasý þarttýr; alan indeksi puanlamasý sadece Eðitim Bilimleri, Mimarlýk, Sosyal, Beþeri ve Ýdari Bilimler ile Spor Bilimleri gibi belirli temel alanlar için geçerlidir; diðer alanlarda bu kategoriden puan talep edilemez.";[Baþvuru Rehberi]|[Yönetmelik];Madde 3(b) / Madde 26;alan indeksi|üak|doçentlik|indeks;hard
